item,ubicacion,item_descripcion,en_cajas,sueltos,total,inventario_actual,diferencia
1699,Deposit N2 - B3,ETI AFDEK STROOK 2911003,0,372,372,441,-69
4019,Deposit N1 - B5,TRIPLE ROCKERS 70661,16,0,16,85,-69
10101,Deposit N3 - B6,DIMMER  WISS SI06P-W /SUL06P-W,100,0,100,168,-68
1133,Deposit N3 - B8,WALLPLATE AM DEC WD S2966 GRAY,0,50,50,118,-68
11541,Deposit N3 - D5,INB D CARLON GIPS 2X4 PLASTIC,1,0,1,68,-67
3210,Almacen - Z,TL-ORNEMENT 1x20W 127/220V,0,1,1,68,-67
0424,Deposit N4 - B2,VERBINDINGSBUS  2.5 mm,3700,0,3700,3766,-66
0635,Almacen - Z,KSV PATRONEN  63A NH 1,30,2,32,98,-66
11102,Deposit N3 - B6,DECO TEL CONN  3560-4W,0,105,105,171,-66
3109,Almacen - Z,TUBO LED T8 18W1600LM 6500K,0,18,18,83,-65
0646,Deposit N3 - C3,KSV PATRONEN 630A NH 3,12,0,12,76,-64
1000,Deposit N3 - B11,SCHAK AM WIS  DUB 276W,200,0,200,264,-64
1245,Deposit N4 - A12,******CEE-FORM STEKK 63A -3P+A,40,5,45,109,-64
4049,Almacen - C,TWO WAY SWITCH 48071 OPB WD,0,19,19,83,-64
7038,Deposit N2 - B6,JVM 65-125 125A 3P+N C-TYPE,8,3,11,75,-64
1038,Deposit N3 - B8,WCD AM OPB DUB R/A         78V,100,0,100,163,-63
1407,Deposit N2 - C3,BERKER WIPSCHAK  2P 613032,200,0,200,263,-63
3327,Almacen - Z,PICKENS LED ORNEMENT WD 2X9W,0,1,1,64,-63
3504,Almacen - L,ETI 3901188 TERMINAL VS 70 IVO,0,5,5,68,-63
0316,Almacen - M,"BOCHT 1""",0,55,55,117,-62
1026,Almacen - Z,USB Charging station 7750W,0,6,6,68,-62
1303,Deposit N3 - D8,BADKAMER RAIL 5x6+1x25 mm,0,8,8,70,-62
3210,Deposit N1 - B1,TL-ORNEMENT 1x20W 127/220V,6,0,6,68,-62
3328,Deposit N4 - C9,PICKENS LED ORNEMENT WD 2X18W,60,0,60,122,-62
3332,Deposit N3 - C8,PICKENS 18 WATT 6500K LED SPOT,100,0,100,162,-62
3334,Deposit N3 - E,PICKENS LED OPB ROND 12W 6500K,0,7,7,69,-62
7037,Almacen - M,JVM 65-125 100A 3P+N C-TYPE,3,2,5,67,-62
10093,Almacen - W,SCHAK AM ENK-WIS 7732W,30,4,34,95,-61
1132,Deposit N3 - B8,WALLPLATE AM DUB WD S2962 GRAY,200,0,200,261,-61
1236,Almacen - G,CONTRA STEK R/A RUBBER HSKP16G,0,1,1,62,-61
0489,Deposit N3 - D1,KABELDOOS 223A,90,35,125,185,-60
0630,Almacen - Z,KSV PATRONEN 125A NH 00,0,3,3,63,-60
0702,Almacen - A,ATT MONTAGEDEKSEL 1X WCD 1622,0,4,4,64,-60
0715,Almacen - Z,ATT KABELDOOS IP65M20/M25 2501,0,1,1,61,-60
1027,Almacen - U,WCD AM INB AARDL BEVXGF15,0,5,5,65,-60
1028,Almacen - U,WCD AM INB 127 ENK DEC TR6250W,10,8,18,78,-60
1404,Almacen - E,BERKER WIPPENSCHAK 3x1P 633023,0,70,70,130,-60
1706,Almacen - L,ETI AARDLEKSCH 4P 63A 30 mA,0,1,1,61,-60
3505,Almacen - L,ETI 3901189 TERMINAL VS70 BLUE,20,0,20,80,-60
3508,Almacen - K,ETI 3901157 TERMINAL VS35 IVOR,0,3,3,63,-60
7027,Almacen - M,JVM19 -63  50A 3P C-TYPE AUTOM,4,2,6,66,-60
7038,Deposit N2 - B2,JVM 65-125 125A 3P+N C-TYPE,15,0,15,75,-60
1034,Deposit N3 - B10,WCD AM INB DUB R/A DEC 1107V,500,0,500,559,-59
1844,Deposit N4 - B11,CHASSIS CA-63-1 EN KIT,0,40,40,99,-59
1920,Deposit N1 - B3,RAILKOPER VERN 15X8MM,29,0,29,88,-59
3231,Deposit N1 - A5,TL ORNEMENT LED2X18W WD LEEG,0,43,43,102,-59
4277,Deposit N1 - B7,BUITENHK 32X16MM 10046  ABR,0,0,0,59,-59
1026,Deposit N3 - B6,USB Charging station 7750W,10,0,10,68,-58
15143,Deposit N3 - C7,OPB.KAST WD 24MD CDN24PT/RR,0,1,1,59,-58
7028,Almacen - M,JVM19 -63  63A 3P C-TYPE AUTOM,8,0,8,66,-58
18981,Deposit N4 - E4,HH1014761 AFTAKKLEM M6X30,0,45,45,102,-57
7020,Deposit N2 - C5,JVM19 -63  20A 2P C-TYPE AUTOM,0,11,11,68,-57
0491,Almacen - P,KABELDOOS 225A,0,0,0,56,-56
1111,Deposit N3 - B6,WALLPLATE AM TELPH. C 3532-4W,180,0,180,236,-56
1236,Deposit N3 - A1,CONTRA STEK R/A RUBBER HSKP16G,6,0,6,62,-56
1707,Almacen - L,ETI AARDLEKSCH 4P 40A 300mA,0,3,3,59,-56
4020,Almacen - C,COV PLATE  PULL CORD 70741,0,16,16,72,-56
7005,Deposit N2 - C6,JVL16 -63  40A 4P 30mA AARDLEK,350,38,388,444,-56
7009,Deposit N2 - C2,JVM16 -32   6A1P+N B-TYPE AUT,0,7,7,63,-56
7021,Deposit N2 - C5,JVM19 -63  25A 2P C-TYPE AUTOM,0,63,63,119,-56
7037,Deposit N2 - B2,JVM 65-125 100A 3P+N C-TYPE,11,0,11,67,-56
7037,Deposit N2 - B6,JVM 65-125 100A 3P+N C-TYPE,8,3,11,67,-56
7177,Deposit N3 - A2,LAMPHOUDER 6511/75,7,0,7,63,-56
0521,Deposit N3 - B9,CENTRAALD 5/8 55mm GEL 165B,0,300,300,355,-55
1113,Deposit N3 - B6,DECO AM PHON/ANTENE 3562W,0,35,35,90,-55
7015,Deposit N2 - C5,JVM16 -32  25A 1P+N C-TYPE AUT,0,50,50,105,-55
7032,Almacen - M,JVM16 -63 32A 3P+N C-TYPE AUTO,0,2,2,57,-55
7177,Almacen - G,LAMPHOUDER 6511/75,0,8,8,63,-55
0636,Deposit N3 - C3,KSV PATRONEN  80A NH 1,51,0,51,105,-54
1562,Almacen - I,"GE  AUTOMAAT 20A, 3POL C-KAR",0,2,2,56,-54
4047,Almacen - B,TWO POLE SWITCH 48021 WD OPB,0,4,4,58,-54
4215,Deposit N1 - B7,T STUK 20X12.5MM  10031 ABR,0,0,0,54,-54
0331,Deposit N3 - C7,CADDY KAB-CLIPS 2 -4mm 15-18,500,0,500,553,-53
1715,Deposit N2 - B1,ETI AUTOMAAT 6KA 1P+N 25A B,4,0,4,57,-53
1731,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P+N 40A CKAR,18,1,19,72,-53
0645,Almacen - Z,KSV PATRONEN 400A NH 2,6,1,7,59,-52
1702,Almacen - L,ETI 2423415 SCHAKELAAR 4P 80A,0,2,2,54,-52
1755,Almacen - K,ETI AARDLEK AUTOM 2P B16 30MA,0,1,1,53,-52
3200,Almacen - D,HALOGEENLAMP  300W 127 VOLT,0,8,8,60,-52
3507,Almacen - K,ETI 3901102 TERMINAL VS10 BLUE,0,39,39,91,-52
7010,Deposit N2 - C5,JVM16 -32  16A 1P+N B-TYPE AUT,0,324,324,376,-52
1122,Almacen - W,WALLPLATE AM D RP 2-V  2150V,20,7,27,78,-51
15144,Almacen - Z,OPB.KAST WD 36MD CDN36PT/RR,0,1,1,52,-51
1566,Almacen - I,"GE AUTOMAAT 50A, 3POL C-KAR",0,6,6,57,-51
3223,Almacen - Z,TL ORNEMENT LED 1X9W LEEG,6,1,7,58,-51
3431,Almacen - Z,WALLPLATE 2 SCHAK 2137,0,8,8,59,-51
4045,Almacen - C,MOUNTINGBOX AMERICAN 10972 ABR,0,12,12,63,-51
0373,Deposit N4 - D6,CABLE CLIPS   11 - 15  mm,0,2400,2400,2450,-50
0993,Almacen - Y,ADAPTOR F SERIE COAX 5552-5EW,0,36,36,86,-50
1118,Almacen - X,WALLPLATE AM BLD        2129V,0,3,3,53,-50
3245,Almacen - E,PL LAMP 13 WATT,0,16,16,66,-50
3501,Almacen - K,ETI 3901069 TERMINAL VS 6 BLUE,0,20,20,70,-50
0430,Deposit N4 - B2,VERBINDINGSBUS 35 mm,850,0,850,899,-49
0620,Deposit N3 - C3,KOP K2,250,0,250,299,-49
0413,Deposit N4 - B2,PERSKABELSCHOEN 16  mm  M8,1800,0,1800,1848,-48
1106,Deposit N3 - B4,WALLPLATE AM ENK RP  2131W,250,0,250,298,-48
1128,Deposit N3 - B8,WALLPLATE AM DUB WD S2962 W-SP,180,16,196,244,-48
1147,Almacen - X,CONT STEKKER RUB P/A 220V 4227,0,9,9,57,-48
1715,Almacen - K,ETI AUTOMAAT 6KA 1P+N 25A B,0,9,9,57,-48
1730,Almacen - L,ETI AUTOMAAT 6KA 3P+N 32A CKAR,0,2,2,50,-48
1730,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P+N 32A CKAR,2,0,2,50,-48
1921,Deposit N4 - E3,HH1042253 OPVULSTRIP 20X45,0,4,4,52,-48
4011,Deposit N1 - B8,RJ 45 CAT 6 UTP  SOCKET 21455,250,0,250,298,-48
7100,Deposit N3 - D2,PL-U 2pins 7W 127v/6400k,150,0,150,198,-48
0432,Deposit N4 - B2,VERBINDINGSBUS 70 mm,140,0,140,187,-47
1926,Deposit N4 - E2,HH1860738 EINDK UR403/16 15X16,0,14,14,61,-47
3495,Almacen - K,ETI 3901497 GR VS6 YELLO/GR,0,37,37,84,-47
7150,Almacen - X,OPB.KAST 14MD 5021R1,3,0,3,50,-47
0998,Deposit N3 - B12,3 OUTLET 1192W-SP,10,0,10,56,-46
3223,Deposit N1 - B1,TL ORNEMENT LED 1X9W LEEG,8,4,12,58,-46
4021,Almacen - C,COVER PLATE  DIMMER 70721,0,2,2,48,-46
0477,Almacen - O,PERSKABELSCHOEN SMALL 240-12MM,0,3,3,48,-45
0480,Deposit N3 - B1,T-DOOS              4206-D,100,300,400,445,-45
1299,Almacen - R,UNIMAX KLEM 35/4-35 mm,0,4,4,49,-45
4052,Deposit N1 - B7,SAFETY EARTH SOCKET 45132SBR,0,5,5,50,-45
7008,Almacen - M,JVL16 -63 63A 4P 300mA AARDLEK,8,0,8,53,-45
1008,Deposit N3 - B7,SCHAK AM DUB DECO       7728W,80,0,80,124,-44
11541,Almacen - T,INB D CARLON GIPS 2X4 PLASTIC,0,24,24,68,-44
1312,Deposit N3 - D8,"AARDKLEM 1/2""",525,25,550,594,-44
15143,Deposit N3 - C10,OPB.KAST WD 24MD CDN24PT/RR,0,15,15,59,-44
1804,Deposit N4 - C1,CA-63 CAJA VACIA TAPA TRANSPAR,1,0,1,45,-44
3264,Almacen - O,PICKENS 6W LED BULB 4000K SEMI,0,2,2,46,-44
1031,Deposit N3 - B3,WCD AM INB ENK USB PORT TR7740,144,0,144,187,-43
15952,Almacen - J,GE RELAY 4P 40 A,0,6,6,49,-43
3231,Deposit N1 - A4,TL ORNEMENT LED2X18W WD LEEG,59,0,59,102,-43
3503,Almacen - K,ETI 3901130 TERMINAL VS16 BLUE,0,4,4,47,-43
4003,Almacen - B,THREE CIRCUITS SWITCH 21088,0,1,1,44,-43
7112,Almacen - E,ESL 211 20W SPIRAAL 127V,0,22,22,65,-43
0431,Deposit N4 - B2,VERBINDINGSBUS 50 mm,860,0,860,902,-42
0641,Almacen - Z,KSV PATRONEN 224A NH 1,18,2,20,62,-42
1704,Almacen - L,ETI 2423417 SCHAKELAAR 4P 125A,0,1,1,43,-42
1714,Deposit N2 - B3,ETI  AUTOMAAT6KA 50A 1P+N CKAR,8,0,8,50,-42
4042,Deposit N1 - B4,TWO-WAY SWITCH 37071 OPB,240,0,240,282,-42
4117,Deposit N1 - B3,COVER RING WITH DOUBLE 90442,0,0,0,42,-42
0643,Deposit N3 - C3,KSV PATRONEN 315A NH 1,0,0,0,41,-41
11101,Deposit N3 - B12,WALLPLATE DECO BLIND 2160W,500,0,500,541,-41
1478,Almacen - E,BERKER SCHUKO-DUBB 6147548989,0,15,15,56,-41
3507,Deposit N2 - D6,ETI 3901102 TERMINAL VS10 BLUE,50,0,50,91,-41
4258,Deposit N1 - B6,VERLENG 75X20MM   10144  ABR,3,0,3,44,-41
0610,Deposit N3 - B9,ZEKERING 16A,0,500,500,540,-40
1019,Almacen - W,DIMMER SCHUIF DUB LEV6628W,0,9,9,49,-40
1227,Almacen - G,EUR CONVERTER PLUG  125V,0,41,41,81,-40
1714,Almacen - K,ETI  AUTOMAAT6KA 50A 1P+N CKAR,0,10,10,50,-40
3242,Almacen - E,PL LAMP   5 WATT,0,10,10,50,-40
4153,Deposit N1 - B6,4 X  HORIZONT FRAME 90940 TPM,40,0,40,80,-40
4266,Deposit N1 - B7,EINDSTUK 40X12.5MM 10055  ABR,0,0,0,40,-40
0580,Deposit N3 - C7,KROONKLEMSTROOK 2.5-4 mm2,370,0,370,409,-39
0643,Almacen - Z,KSV PATRONEN 315A NH 1,0,2,2,41,-39
1161,Deposit N3 - A2,PHOTOCEL 220 VOLT A-1068W,42,0,42,81,-39
1245,Almacen - O,******CEE-FORM STEKK 63A -3P+A,35,35,70,109,-39
1328,Deposit N3 - C8,MOERKLEM APC 16/16,175,0,175,214,-39
4003,Deposit N1 - B5,THREE CIRCUITS SWITCH 21088,5,0,5,44,-39
4035,Almacen - C,WATERPROOF FRAME IP 44  70961,0,10,10,49,-39
7033,Almacen - M,JVM16 -63 40A 3P+N C-TYPE AUTO,0,1,1,40,-39
7042,Almacen - M,LNC1 25A 4P 2MOD CONTACTOR,6,1,7,46,-39
0530,Deposit N3 - C11,MONTAGEDEKSEL+WCD3640W2,100,0,100,138,-38
0992,Deposit N3 - B6,STRAP 2 PORTMOD-5522-5EW DECOR,150,0,150,188,-38
1218,Deposit N3 - A2,TIMER 250V/50Hz WHITE,7,1,8,46,-38
1310,Deposit N3 - C8,"AARDKLEM 1/4""",0,295,295,333,-38
1416,Almacen - F,BERKER AFDEKPL SCHAK 16208989,0,3,3,41,-38
3108,Deposit N3 - E,"TUBO LED T8, 9W 800LM 6500K",550,0,550,588,-38
3328,Deposit N4 - B9,PICKENS LED ORNEMENT WD 2X18W,0,84,84,122,-38
4147,Deposit N1 - B6,COVERPLATE EARTH 90843 USATPM,140,0,140,178,-38
4207,Deposit N4 - C8,KABELGOOT 50X20MM 10500 CBR,0,7,7,45,-38
4252,Deposit N1 - B6,VERLENG 32X12.5MM  10404 ABR,2,7,9,47,-38
0469,Deposit N4 - B6,CP-16 PIN PERSKABELSCHOEN 16MM,500,0,500,537,-37
1036,Deposit N3 - B10,WCD AM INB 220V R/A     1876V,1000,0,1000,1037,-37
15143,Deposit N3 - C6,OPB.KAST WD 24MD CDN24PT/RR,0,22,22,59,-37
3495,Deposit N2 - D6,ETI 3901497 GR VS6 YELLO/GR,0,47,47,84,-37
4117,Deposit N1 - C2,COVER RING WITH DOUBLE 90442,5,0,5,42,-37
0527,Deposit N3 - D11,MONTAGEDEKSEL+WCD3611W2,250,0,250,286,-36
0644,Almacen - Z,KSV PATRONEN 355A NH 1,3,2,5,41,-36
0993,Deposit N3 - B6,ADAPTOR F SERIE COAX 5552-5EW,50,0,50,86,-36
12501,Almacen - I,CEE-FOR STEK3P+E 16A IP67 3602,0,3,3,39,-36
1309,Deposit N3 - C8,"AARDKLEM 1/8""",0,90,90,126,-36
1520,Almacen - I,"GE AUTO 16A, 3P-2MOD C  UNIBIS",0,5,5,41,-36
1521,Almacen - I,"GE AUTO 20A, 3P-2MOD C  UNIBIS",0,6,6,42,-36
1522,Almacen - I,"GE AUTO 25A, 3P-2MOD C  UNIBIS",0,5,5,41,-36
4203,Deposit N4 - C8,KABELGOOT 32x12.5MM 10400 FBR,10,12,22,58,-36
0290,Deposit N1 - C4,KABELGOOT 100x60 mm,12,1,13,48,-35
0613,Deposit N3 - B9,ZEKERING 35A,0,875,875,910,-35
1002,Deposit N3 - B11,SCHAK AM ENK POL 271W,160,0,160,195,-35
1018,Almacen - W,DIMMER 1000W             1000,0,1,1,36,-35
1113,Almacen - Z,DECO AM PHON/ANTENE 3562W,0,55,55,90,-35
12511,Almacen - I,CEE-FORM STEK 3P+N+E 16A 03603,0,1,1,36,-35
14180,Deposit N2 - C3,BERKER AFDPL SCHAK 3P 16658989,30,0,30,65,-35
1520,Deposit N2 - B3,"GE AUTO 16A, 3P-2MOD C  UNIBIS",6,0,6,41,-35
15953,Almacen - J,RCBO C/DM60 A 16/030//012,0,3,3,38,-35
3335,Almacen - Q,PICKENS LED OPB ROND 18W 6500K,0,5,5,40,-35
0102,Deposit N1 - B3,VD DRAAD 2.5 mm  BRUIN,0,426,426,460,-34
1410,Almacen - F,DRAAI DIMM DRUK/UIT 283010,0,11,11,45,-34
1550,Almacen - J,"GE  AUTOMAAT 20A, 2POL B-KAR",0,2,2,36,-34
1708,Almacen - L,ETI AARDLEKSCH 4P 63A 300 mA,0,2,2,36,-34
3502,Almacen - K,ETI 3901129 TERMINAL VS 16 IVO,0,21,21,55,-34
4110,Deposit N1 - C2,BLIND COVER PLATE 90677 TBR,50,7,57,91,-34
0706,Deposit N3 - C11,ATT EINDOOS 2033,0,400,400,433,-33
1249,Almacen - J,CEE-FOR STEK 2P+E16A IP67-2601,0,7,7,40,-33
1413,Almacen - E,BERKER AFDEKRAAM  3V  10138989,0,28,28,61,-33
14180,Almacen - F,BERKER AFDPL SCHAK 3P 16658989,0,32,32,65,-33
3230,Deposit N1 - B2,TL ORNEMENT LED 2X9W WD LEEG,0,90,90,123,-33
3265,Almacen - O,PICKENS 7W LED BULB,0,2,2,35,-33
4007,Almacen - C,DIMMER/ 2 WAY 320 WRC 21217,0,1,1,34,-33
4027,Deposit N1 - B8,COVER PLATE  TELEPHONE 70712,80,0,80,113,-33
4210,Deposit N4 - C8,KABELGOOT 110X34MM 10080 RBR,20,18,38,71,-33
4250,Deposit N1 - B5,VLAKHOEK 180X50MM  10293  RBR,8,0,8,41,-33
7011,Deposit N2 - C5,JVM16 -32  20A 1P+N B-TYPE AUT,0,108,108,141,-33
7054,Deposit N3 - C3,FTG VerdeelBlok 4F 125A 1x35mm,0,0,0,33,-33
7062,Deposit N2 - C2,JVRO16-32 1P+N C 20 30 mA,72,7,79,112,-33
7151,Almacen - U,OPB.KAST 28MD 5281R1,0,1,1,34,-33
7176,Deposit N3 - C7,INSTEEK FLEXIBLE CLE54,0,60,60,93,-33
8021,Deposit N1 - C3,CMH100/TT/UVC/730/E40 SKU 7739,3,0,3,36,-33
0635,Deposit N3 - C3,KSV PATRONEN  63A NH 1,66,0,66,98,-32
1153,Deposit N3 - C4,"DEKSEL INB DOOS AM 4x4"" 2-VOUD",750,0,750,782,-32
12451,Almacen - I,CEE-FORM STEK 3P+N+E 16A-03103,0,1,1,33,-32
1701,Almacen - L,ETI 2423414 SCHAKELAAR 4P 63A,0,2,2,34,-32
4248,Deposit N1 - B6,VLAKHOEK 110X50MM  10093  RBR,0,2,2,34,-32
0624,Almacen - Z,KSV PATRONEN   25A NH 00,15,2,17,48,-31
1202,Deposit N2 - C3,BERKER SERIE OPB 61300849,0,8,8,39,-31
12591,Almacen - I,CEE-FORM WCD 3P+N+T 32A-03326,0,2,2,33,-31
1413,Deposit N2 - C3,BERKER AFDEKRAAM  3V  10138989,30,0,30,61,-31
15144,Deposit N3 - C2,OPB.KAST WD 36MD CDN36PT/RR,0,21,21,52,-31
3506,Deposit N2 - D6,ETI 3901101 TERMINAL VS10 IVOR,100,0,100,131,-31
4205,Deposit N4 - C8,"KABELGOOT 40X12,5MM 10150 FBR",0,26,26,57,-31
4249,Deposit N1 - B7,VLAKHOEK 90X50MM    10183 RBR,0,3,3,34,-31
7007,Deposit N2 - C6,JVL16 -63 40A 4P 300mA AARDLEK,0,5,5,36,-31
7016,Deposit N2 - C5,JVM16 -32  32A 1P+N C-TYPE AUT,0,127,127,158,-31
7018,Deposit N2 - C1,JVM19-63   6A  2P B-TYPE AUTOM,72,1,73,104,-31
1123,Deposit N3 - B10,WALLPLATE AM DECO        2151V,150,0,150,180,-30
3243,Almacen - E,PL LAMP   7 WATT,0,5,5,35,-30
4002,Deposit N1 - B5,TWO CIRCUITS SWITCH 21061,170,0,170,200,-30
4041,Deposit N1 - B4,TWO CIRCUITS SWITCH 37061 OPB,310,0,310,340,-30
4281,Deposit N1 - B7,BUITENHK 60X16MM  10076  ABR,0,0,0,30,-30
7026,Almacen - M,JVM16 -63  40A 3P C-TYPE AUTOM,4,1,5,35,-30
12591,Almacen - J,CEE-FORM WCD 3P+N+T 32A-03326,0,4,4,33,-29
1302,Deposit N3 - D8,BADKAMER RAIL 6x6+1x25 mm,150,0,150,179,-29
1718,Deposit N2 - B2,ETI AUTOMAAT 6KA 2P 20A CKAR,18,5,23,52,-29
1852,Deposit N4 - B3,CC-03-CJ CAJA CABLES CIEGA,0,24,24,53,-29
4021,Deposit N1 - B8,COVER PLATE  DIMMER 70721,19,0,19,48,-29
4260,Deposit N1 - B6,VERLENG 110X50MM 10094 RBR,0,3,3,32,-29
0500,Deposit N3 - C11,DUBB INBOUWDOOS H251 ABB,0,250,250,278,-28
1122,Deposit N3 - B10,WALLPLATE AM D RP 2-V  2150V,50,0,50,78,-28
1564,Almacen - I,"GE  AUTOMAAT 32A, 3POL C-KAR",0,10,10,38,-28
3282,Almacen - Z,BALLAST 1x20W STARTER 220V,0,18,18,46,-28
3496,Deposit N2 - D6,ETI 3901476 GR VS4 YELLO/GR,75,0,75,103,-28
4101,Deposit N1 - C2,DOUBLE ROCKERS 90611 TBR,200,1,201,229,-28
0436,Deposit N4 - B2,PERSKABELSCHOEN  10  mm  M10,1800,0,1800,1827,-27
0510,Deposit N3 - B5,LASD TREK ACHTER INV 3222,0,667,667,694,-27
0584,Deposit N3 - C7,KROONKLEMSTROOK  25 mm2,130,0,130,157,-27
0639,Deposit N3 - C3,KSV PATRONEN 160A NH 1,72,0,72,99,-27
1261,Almacen - I,CEE-FORM CONN 2P+E 16A-02201,0,3,3,30,-27
1408,Deposit N2 - C3,BERKER WIPSCHAK  KRUIS 613037,90,0,90,117,-27
1842,Deposit N4 - B11,CHASSIS CA-43-1 EN KIT,0,60,60,87,-27
4239,Deposit N1 - B6,VLAKHOEK 20X12.5MM  10033 ABR,1,5,6,33,-27
12581,Almacen - I,CEE-FORM WCD 3P+E 32A-3325,0,1,1,27,-26
1720,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P 16A CKAR,9,3,12,38,-26
1801,Deposit N4 - C1,CA-33 CAJA VACIA TAPA TRANSPAR,0,2,2,28,-26
1922,Almacen - O,HH1021006 INV TULE PG21 E 62B,0,5,5,31,-26
1976,Almacen - S,PANEL HANDEL 250A-400A-M21,0,2,2,28,-26
4219,Deposit N1 - B7,T STUK 40X16MM     10061 ABR,0,0,0,26,-26
4248,Deposit N1 - B7,VLAKHOEK 110X50MM  10093  RBR,0,8,8,34,-26
4250,Deposit N1 - B6,VLAKHOEK 180X50MM  10293  RBR,12,3,15,41,-26
7024,Almacen - M,JVM16 -63  25A 3P C-TYPE AUTOM,0,1,1,27,-26
7154,Almacen - X,INB.KAST 12/14MD 5012R1,5,0,5,31,-26
7184,Deposit N2 - A4,INB.KAST MP14 METALBOX,0,2,2,28,-26
0412,Deposit N4 - B2,PERSKABELSCHOEN 10  mm  M6,2000,0,2000,2025,-25
1141,Almacen - X,STEKKER AM                183W,100,8,108,133,-25
1271,Almacen - J,CEE-FORM CONN 2P+E 16A 02701,0,4,4,29,-25
1313,Deposit N3 - D8,"AARDKLEM 3/4""",0,16,16,41,-25
1554,Deposit N2 - B5,"GE  AUTOMAAT 16A, 1P+N C-KAR",204,5,209,234,-25
1725,Almacen - K,ETI AUTOMAAT 6KA 3P 50A CKAR,0,1,1,26,-25
1852,Deposit N4 - C8,CC-03-CJ CAJA CABLES CIEGA,28,0,28,53,-25
4145,Deposit N1 - B3,COV PLATE  TELEPHONE 90712 TPM,25,0,25,50,-25
4150,Deposit N1 - B3,SINGLE FRAME 90910 TPM,60,4,64,89,-25
4285,Deposit N1 - B7,BUITENHK 90X50MM  10186  RBR,0,0,0,25,-25
7025,Almacen - M,JVM16 -63  32A 3P C-TYPE AUTOM,4,5,9,34,-25
7139,Deposit N3 - D2,HPLN LAMP 400W OSRAM,12,1,13,38,-25
0471,Deposit N4 - B6,CP-35 PIN PERSKABELSCHOEN 35MM,100,0,100,124,-24
0484,Deposit N3 - B1,TOP T DOOS DUBB. R. 4210-D,900,0,900,924,-24
111011,Almacen - X,WALLPL AM ASPIRE 3-V 9523WS,0,5,5,29,-24
111012,Almacen - X,WALLPL AM ASPIRE 4-V 9524WS,0,3,3,27,-24
1651,Deposit N3 - A2,RAIL COPPER 30X10X2000 48803,8,0,8,32,-24
4015,Deposit N1 - B8,TELEPHONE SOCKET 21252,100,0,100,124,-24
4024,Deposit N1 - B4,COV PL SCHUK SOCKET IP44 70634,240,0,240,264,-24
4144,Deposit N1 - B6,COV PLATE SINGLE RJ45 90751TPM,10,0,10,34,-24
7159,Almacen - S,INB.STOPCONTACT WD IP67 931431,0,5,5,29,-24
0504,Deposit N3 - B5,LASDOOS VORK TOP LINKS 3209,120,0,120,143,-23
0625,Deposit N3 - C3,KSV PATRONEN   35A NH 00,105,0,105,128,-23
1015,Deposit N3 - B11,SCHAK DECO COMB &WCD 7730W,220,0,220,243,-23
1418,Deposit N2 - C3,BERKER AFDEKPL SERIE 16238989,90,0,90,113,-23
1723,Almacen - K,ETI AUTOMAAT 6KA 3P 32A C KAR,0,1,1,24,-23
1833,Deposit N4 - C12,TT-86A-CJ TAPA POLICARB.TRANSP,0,4,4,27,-23
4018,Deposit N1 - B5,DOUBLE ROCKERS 70611,200,0,200,223,-23
7023,Almacen - M,JVM19 -63  20A 3P C-TYPE AUTOM,4,0,4,27,-23
0314,Deposit N3 - D10,"MOFFEN 1,5""",96,0,96,118,-22
0493,Deposit N3 - A1,KABELDOOS EP088 (18100),184,0,184,206,-22
0615,Deposit N3 - B9,ZEKERING 63A,0,1325,1325,1347,-22
0638,Deposit N3 - C3,KSV PATRONEN 125A NH 1,66,0,66,88,-22
15145,Deposit N3 - C2,OPB.KAST WD 54MD CDP54 PT/RR,0,12,12,34,-22
1707,Deposit N2 - B6,ETI AARDLEKSCH 4P 40A 300mA,37,0,37,59,-22
1942,Almacen - S,DIRECT HANDEL 40A T/M 250A-CD,0,3,3,25,-22
4006,Almacen - B,PULL-CORD PUSH BUTTON 21092,0,90,90,112,-22
7040,Deposit N2 - B6,LNC1  20A  2P 1MOD CONTACTOR,77,3,80,102,-22
7043,Deposit N2 - C1,JVL5-40 16A 1P+N - C 30mA,0,95,95,117,-22
7112,Deposit N3 - D3,ESL 211 20W SPIRAAL 127V,0,43,43,65,-22
1285,Almacen - J,CEE-FORM WCD 3P+N+E 16A-03363,0,1,1,22,-21
1430,Deposit N2 - C3,BERKER AFDICHTFLENS  V WD 1884,160,0,160,181,-21
1709,Deposit N2 - B1,ETI  AUTOMAAT6KA 6A 1P+N BKAR,1,5,6,27,-21
1747,Almacen - L,ETI  CRM-91 H TIJD RELAY,0,7,7,28,-21
1749,Almacen - L,ETI TIJDKLOK SHT 2 KANAL 230V,4,1,5,26,-21
1923,Almacen - O,HH1021007 INV TULE PG29 E62C,0,5,5,26,-21
1976,Deposit N2 - B6,PANEL HANDEL 250A-400A-M21,0,7,7,28,-21
3246,Almacen - P,PICKENS VPR 2211,0,0,0,21,-21
4210,Deposit N1 - C4,KABELGOOT 110X34MM 10080 RBR,50,0,50,71,-21
7061,Almacen - M,JVRO16-32 1P+N C 16 30 mA,0,2,2,23,-21
0347,Almacen - R,ZADELS 12 mm VERT,60,4,64,84,-20
0621,Deposit N3 - C3,KOP K3,160,0,160,180,-20
